english	translation	category	sub_category	source
(Defensive) (Standard) (Stab) (Attack XP)	(Defensivo)<br>(Padrão)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Stab) (Strength XP)	(Defensivo)<br>(Padrão)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Stab) (Defence XP)	(Defensivo)<br>(Padrão)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Stab) (Shared XP)	(Defensivo)<br>(Padrão)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Slash) (Attack XP)	(Defensivo)<br>(Padrão)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Slash) (Strength XP)	(Defensivo)<br>(Padrão)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Slash) (Defence XP)	(Defensivo)<br>(Padrão)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Slash) (Shared XP)	(Defensivo)<br>(Padrão)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Crush) (Attack XP)	(Defensivo)<br>(Padrão)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Crush) (Strength XP)	(Defensivo)<br>(Padrão)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Crush) (Defence XP)	(Defensivo)<br>(Padrão)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Defensive) (Standard) (Crush) (Shared XP)	(Defensivo)<br>(Padrão)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Stab) (Attack XP)	(Controlado)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Stab) (Strength XP)	(Controlado)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Stab) (Defence XP)	(Controlado)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Stab) (Shared XP)	(Controlado)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Slash) (Attack XP)	(Controlado)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Slash) (Strength XP)	(Controlado)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Slash) (Defence XP)	(Controlado)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Slash) (Shared XP)	(Controlado)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Crush) (Attack XP)	(Controlado)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Crush) (Strength XP)	(Controlado)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Crush) (Defence XP)	(Controlado)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Crush) (Shared XP)	(Controlado)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Stab) (Attack XP)	(Controlado)<br>(Pesado)<br>(Esfaquear)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Stab) (Strength XP)	(Controlado)<br>(Pesado)<br>(Esfaquear)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Stab) (Defence XP)	(Controlado)<br>(Pesado)<br>(Esfaquear)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Stab) (Shared XP)	(Controlado)<br>(Pesado)<br>(Esfaquear)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Slash) (Attack XP)	(Controlado)<br>(Pesado)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Slash) (Strength XP)	(Controlado)<br>(Pesado)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Slash) (Defence XP)	(Controlado)<br>(Pesado)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Slash) (Shared XP)	(Controlado)<br>(Pesado)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Crush) (Attack XP)	(Controlado)<br>(Pesado)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Crush) (Strength XP)	(Controlado)<br>(Pesado)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Crush) (Defence XP)	(Controlado)<br>(Pesado)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Heavy) (Crush) (Shared XP)	(Controlado)<br>(Pesado)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Stab) (Attack XP)	(Controlado)<br>(Leve)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Stab) (Strength XP)	(Controlado)<br>(Leve)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Stab) (Defence XP)	(Controlado)<br>(Leve)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Stab) (Shared XP)	(Controlado)<br>(Leve)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Slash) (Attack XP)	(Controlado)<br>(Leve)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Slash) (Strength XP)	(Controlado)<br>(Leve)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Slash) (Defence XP)	(Controlado)<br>(Leve)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Slash) (Shared XP)	(Controlado)<br>(Leve)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Crush) (Attack XP)	(Controlado)<br>(Leve)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Crush) (Strength XP)	(Controlado)<br>(Leve)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Crush) (Defence XP)	(Controlado)<br>(Leve)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Light) (Crush) (Shared XP)	(Controlado)<br>(Leve)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Stab) (Attack XP)	(Controlado)<br>(Padrão)<br>(Perfurar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Stab) (Strength XP)	(Controlado)<br>(Padrão)<br>(Perfurar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Stab) (Defence XP)	(Controlado)<br>(Padrão)<br>(Perfurar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Stab) (Shared XP)	(Controlado)<br>(Padrão)<br>(Perfurar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Slash) (Attack XP)	(Controlado)<br>(Padrão)<br>(Dilacerar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Slash) (Strength XP)	(Controlado)<br>(Padrão)<br>(Dilacerar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Slash) (Defence XP)	(Controlado)<br>(Padrão)<br>(Dilacerar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Slash) (Shared XP)	(Controlado)<br>(Padrão)<br>(Dilacerar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Crush) (Attack XP)	(Controlado)<br>(Padrão)<br>(Esmagar)<br>(XP Ataque)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Crush) (Strength XP)	(Controlado)<br>(Padrão)<br>(Esmagar)<br>(XP Força)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Crush) (Defence XP)	(Controlado)<br>(Padrão)<br>(Esmagar)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Controlled) (Standard) (Crush) (Shared XP)	(Controlado)<br>(Padrão)<br>(Esmagar)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Ranged XP)	(Preciso)<br>(Leve)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Defence XP)	(Preciso)<br>(Leve)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Shared XP)	(Preciso)<br>(Leve)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Light) (Ranged XP) (Defence XP)	(Preciso)<br>(Leve)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Ranged XP)	(Preciso)<br>(Padrão)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Defence XP)	(Preciso)<br>(Padrão)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Shared XP)	(Preciso)<br>(Padrão)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Standard) (Ranged XP) (Defence XP)	(Preciso)<br>(Padrão)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Ranged XP)	(Preciso)<br>(Pesado)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Defence XP)	(Preciso)<br>(Pesado)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Shared XP)	(Preciso)<br>(Pesado)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Heavy) (Ranged XP) (Defence XP)	(Preciso)<br>(Pesado)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Rapid) (Light) (Ranged XP)	(Rápido)<br>(Leve)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Rapid) (Light) (Defence XP)	(Rápido)<br>(Leve)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Rapid) (Light) (Shared XP)	(Rápido)<br>(Leve)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Rapid) (Light) (Ranged XP) (Defence XP)	(Rápido)<br>(Leve)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Rapid) (Standard) (Ranged XP)	(Rápido)<br>(Padrão)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Rapid) (Standard) (Defence XP)	(Rápido)<br>(Padrão)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Rapid) (Standard) (Shared XP)	(Rápido)<br>(Padrão)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Rapid) (Standard) (Ranged XP) (Defence XP)	(Rápido)<br>(Padrão)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Rapid) (Heavy) (Ranged XP)	(Rápido)<br>(Pesado)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Rapid) (Heavy) (Defence XP)	(Rápido)<br>(Pesado)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Rapid) (Heavy) (Shared XP)	(Rápido)<br>(Pesado)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Rapid) (Heavy) (Ranged XP) (Defence XP)	(Rápido)<br>(Pesado)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Longrange) (Light) (Ranged XP)	(Longo Alcance)<br>(Leve)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Longrange) (Light) (Defence XP)	(Longo Alcance)<br>(Leve)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Longrange) (Light) (Shared XP)	(Longo Alcance)<br>(Leve)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Longrange) (Light) (Ranged XP) (Defence XP)	(Longo Alcance)<br>(Leve)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Longrange) (Standard) (Ranged XP)	(Longo Alcance)<br>(Padrão)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Longrange) (Standard) (Defence XP)	(Longo Alcance)<br>(Padrão)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Longrange) (Standard) (Shared XP)	(Longo Alcance)<br>(Padrão)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Longrange) (Standard) (Ranged XP) (Defence XP)	(Longo alcance)<br>(Padrão)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Longrange) (Heavy) (Ranged XP)	(Longo alcance)<br>(Pesado)<br>(XP Cbt.Distância)	interface	mainTabs	combatOptionsTab
(Longrange) (Heavy) (Defence XP)	(Longo alcance)<br>(Pesado)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Longrange) (Heavy) (Shared XP)	(Longo alcance)<br>(Pesado)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Longrange) (Heavy) (Ranged XP) (Defence XP)	(Longo alcance)<br>(Pesado)<br>(XP Cbt.Distância)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Magic XP)	(Preciso)<br>(XP Magia)	interface	mainTabs	combatOptionsTab
(Accurate) (Defence XP)	(Preciso)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Accurate) (Shared XP)	(Preciso)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Accurate) (Magic XP) (Defence XP)	(Preciso)<br>(XP Magia)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Longrange) (Magic XP)	(Longo alcance)<br>(XP Magia)	interface	mainTabs	combatOptionsTab
(Longrange) (Defence XP)	(Longo alcance)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
(Longrange) (Shared XP)	(Longo alcance)<br>(XP Compartilhada)	interface	mainTabs	combatOptionsTab
(Longrange) (Magic XP) (Defence XP)	(Longo alcance)<br>(XP Magia)<br>(XP Defesa)	interface	mainTabs	combatOptionsTab
Accurate	Preciso	interface	mainTabs	combatOptionsTab
Aggressive	Agressivo	interface	mainTabs	combatOptionsTab
Defensive	Defensivo	interface	mainTabs	combatOptionsTab
Controlled	Controlado	interface	mainTabs	combatOptionsTab
Chop	Cortar	interface	mainTabs	combatOptionsTab
Slash	Dilacerar	interface	mainTabs	combatOptionsTab
Stab	Perfurar	interface	mainTabs	combatOptionsTab
Block	Bloquear	interface	mainTabs	combatOptionsTab
Pound	Triturar	interface	mainTabs	combatOptionsTab
Pummel	Esmurrar	interface	mainTabs	combatOptionsTab
Spike	Perfurar	interface	mainTabs	combatOptionsTab
Impale	Empalar	interface	mainTabs	combatOptionsTab
Smash	Esmagar	interface	mainTabs	combatOptionsTab
Lunge	Estocar	interface	mainTabs	combatOptionsTab
Swipe	Varrer	interface	mainTabs	combatOptionsTab
Hack	Retalhar	interface	mainTabs	combatOptionsTab
Reap	Ceifar	interface	mainTabs	combatOptionsTab
Rapid	Rápido	interface	mainTabs	combatOptionsTab
Longrange	Longo alcance	interface	mainTabs	combatOptionsTab
Flick	Estalar	interface	mainTabs	combatOptionsTab
Lash	Chicotear	interface	mainTabs	combatOptionsTab
Deflect	Desviar	interface	mainTabs	combatOptionsTab
Fend	Defender	interface	mainTabs	combatOptionsTab
Bash	Pancada	interface	mainTabs	combatOptionsTab
Blaze	Queimar	interface	mainTabs	combatOptionsTab
Scorch	Chamuscar	interface	mainTabs	combatOptionsTab
Flare	Incendiar	interface	mainTabs	combatOptionsTab
Focus	Foco	interface	mainTabs	combatOptionsTab
Spell	Feitiço	interface	mainTabs	combatOptionsTab
Retainer: Traps a vampyre juvenile or juvinate provided they have <Num0>% or less hitpoints remaining. (<Num1>%)		interface	mainTabs	combatOptionsTab
Power of Death: Reduce all melee damage you receive by <Num0>% for the next minute while the staff remains equipped. Stacks with Protect from Melee. (<Num1>%)		interface	mainTabs	combatOptionsTab
Rampage: Drain your Attack, Defence, Ranged & Magic levels by <Num0>%, while increasing your Strength by <Num1> levels, plus <Num2>% of the drained levels. (<Num3>%)		interface	mainTabs	combatOptionsTab
Lumber Up: Increase your Woodcutting level by <Num0>. (<Num1>%)		interface	mainTabs	combatOptionsTab
Rock Knocker: Increase your Mining level by <Num0>. (<Num1>%)		interface	mainTabs	combatOptionsTab
Puncture: Deal two quick slashes with <Num0>% increased accuracy and <Num1>% increased damage. (<Num2>%)		interface	mainTabs	combatOptionsTab
Backstab: Deal an attack with greatly increased accuracy on unsuspecting targets and that lowers your target's Defence level by the damage dealt. (<Num0>%)		interface	mainTabs	combatOptionsTab
Sanctuary: Temporarily increase your Defence level by <Num0>. (<Num1>%)		interface	mainTabs	combatOptionsTab
Cleave: Deal a powerful attack that inflicts <Num0>% more damage. (<Num1>%)		interface	mainTabs	combatOptionsTab
Cleave: Deal a powerful attack that inflicts <Num0>% more damage with <Num1>% increased accuracy and increased speed. (<Num2>%)		interface	mainTabs	combatOptionsTab
Sever: Deal a slash with increased accuracy that prevents your target from using protection prayers for <Num0> seconds if it successfully hits. (<Num1>%)		interface	mainTabs	combatOptionsTab
Weaken: Temporarily drain your target's Attack, Strength and Defence by <Num0>%. Is twice as effective against demons. (<Num1>%)		interface	mainTabs	combatOptionsTab
Liquify: Deal an attack with double the chance of hitting that boosts your Strength, Attack and Defence levels by <Num0>% of the damage dealt. Can only be used underwater. (<Num1>%)		interface	mainTabs	combatOptionsTab
Powerstab: Hit up to fourteen enemies surrounding you. (<Num0>%)		interface	mainTabs	combatOptionsTab
The Judgement: Deal an attack that inflicts <Num0>% more damage with double accuracy. (<Num1>%)		interface	mainTabs	combatOptionsTab
Warstrike: Deal an attack, with double accuracy, that inflicts <Num0>% more damage and drains one of your target's combat stats by the damage dealt. (<Num1>%)		interface	mainTabs	combatOptionsTab
Healing Blade: Deal an attack that inflicts <Num0>% more damage with double accuracy, while restoring your Hitpoints and Prayer by <Num1>% and <Num2>% of the damage dealt respectively. (<Num3>%)		interface	mainTabs	combatOptionsTab
Ice Cleave: Deal an attack that inflicts <Num0>% more damage with double accuracy and freezes your target for <Num1> seconds if it successfully hits. (<Num2>%)		interface	mainTabs	combatOptionsTab
Blood Sacrifice: Deal an attack that inflicts <Num0>% more damage with double accuracy and marks your target for a blood sacrifice. Targets marked for a blood sacrifice will be hit for <Num1> damage after a short delay, unless they move away. If they are hit, you'll also be healed for the damage dealt. (<Num2>%)		interface	mainTabs	combatOptionsTab
Saradomin's Lightning: Call upon Saradomin's power to perform an attack that inflicts <Num0>% more melee damage and <Num1>-<Num2> extra magic damage. (<Num3>%)		interface	mainTabs	combatOptionsTab
Saradomin's Lightning: Call upon Saradomin's power to perform an attack with <Num0>% higher max hit. (<Num1>%)		interface	mainTabs	combatOptionsTab
Shatter: Increase damage by <Num0>% and accuracy by <Num1>% for one hit. (<Num2>%)		interface	mainTabs	combatOptionsTab
Shatter: Increase damage by <Num0>% and accuracy by <Num1>% for one hit, treats your target's defence as if it was reduced to <Num2>%. (<Num3>%)		interface	mainTabs	combatOptionsTab
Favour of the War God: Deal an attack which hits through Protect from Melee and siphons Prayer points equal to the damage dealt. (<Num0>%)		interface	mainTabs	combatOptionsTab
Impale: Deal an attack with <Num0>% increased Attack and Strength, but with a slower speed. (<Num1>%)		interface	mainTabs	combatOptionsTab
Quick Smash: Deal an extra attack instantly. (<Num0>%)		interface	mainTabs	combatOptionsTab
Energy Drain: Deal an attack with <Num0>% increased accuracy that siphons <Num1>% of your target's run energy. (<Num2>%)		interface	mainTabs	combatOptionsTab
Binding Tentacle: Bind your target for <Num0> seconds and increase the chance of them being poisoned. (<Num1>%)		interface	mainTabs	combatOptionsTab
Penance: Deal an attack that inflicts <Num0>% more damage per prayer point that you have used. (<Num1>%)		interface	mainTabs	combatOptionsTab
Shove: Push your target back and stun them for <Num0> seconds. This attack deals no damage. (<Num1>%)		interface	mainTabs	combatOptionsTab
Sweep: If your target is small, adjacent targets may be hit too. Otherwise, your target may be hit a second time, with <Num0>% decreased accuracy. Damage in all cases is increased by <Num1>% of your max hit. (<Num2>%)		interface	mainTabs	combatOptionsTab
Powershot: Deal an attack that is guaranteed to hit your target. (<Num0>%)		interface	mainTabs	combatOptionsTab
Snapshot: Fire two arrows within quick succession, but with reduced accuracy. (<Num0>%)		interface	mainTabs	combatOptionsTab
Soulshot: Deal an attack that is guaranteed to hit your target and lowers your target's Magic level by the damage dealt. (<Num0>%)		interface	mainTabs	combatOptionsTab
Snipe: Deal an attack with greatly increased accuracy on unsuspecting targets and that lowers your target's Defence level by the damage dealt. (<Num0>%)		interface	mainTabs	combatOptionsTab
